Records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,Capacitity Moist,Temp,Moist,EC (u/10 gram),Ph,Nitro (mg/10 g),Posh Nitro (mg/10 g),Pota Nitro (mg/10 g)
153_0ml-9,842.5,182.76,443.44,112.29,224.76,191.57,33.74,40.91,220.76,58.76,149.61,11.09,25.08,22.54,57.2,229.78,21.31,7.08,2651,38.5,0,0,7.41,0,0,0
153_25ml-1,777.1,158.84,393.56,97.93,189.55,167.01,21.89,25.36,131.76,38.04,85.77,7.87,16.99,16.1,34.15,115.99,14.98,6.2,2397,38.5,10.7,1.16,7.16,0.11,0.15,0.39
153_25ml-10,774.02,158.84,391.75,91.18,188.8,153.67,20.06,23.32,121.36,37.67,84.78,7.15,16.18,15.3,34.15,108.26,14.98,6.2,2404,38.5,11.2,1.18,7.92,0.11,0.15,0.39
153_25ml-2,776.33,158.84,393.56,101.31,189.55,171.22,22.34,26.18,134.07,37.67,91.76,8.23,17.8,16.91,34.15,124.83,14.98,7.08,2365,38.5,10.7,1.17,7.16,0.11,0.15,0.39
153_25ml-3,776.33,158.84,392.66,97.93,188.8,167.01,21.89,25.36,131.76,37.67,85.77,7.87,16.99,16.91,34.15,115.99,14.98,6.2,2399,38.5,10.7,1.18,7.16,0.11,0.15,0.39
153_25ml-4,775.56,158.84,392.66,107.22,188.8,183.85,23.71,27.41,144.47,37.67,91.76,8.59,18.61,17.71,34.15,125.94,14.98,7.08,2389,38.5,11.1,1.18,7.97,0.11,0.15,0.39
153_25ml-5,774.79,158.84,392.66,97.93,188.8,166.31,21.43,24.95,131.76,37.67,84.78,7.87,16.99,16.1,34.15,114.89,14.98,6.2,2387,38.5,11.1,1.18,7.97,0.11,0.15,0.39
153_25ml-6,774.79,158.84,392.66,99.62,188.8,169.81,22.34,25.77,134.07,37.67,91.76,7.87,17.8,16.91,34.15,117.1,14.98,6.2,2395,38.5,11,1.18,7.97,0.11,0.15,0.39
153_25ml-7,774.79,158.84,391.75,100.47,188.8,171.92,22.34,25.77,135.23,37.67,91.76,7.87,17.8,16.91,34.15,118.2,14.98,6.2,2386,38.5,11.2,1.18,7.97,0.11,0.15,0.39
153_25ml-8,774.79,158.84,391.75,99.62,188.8,169.81,21.89,25.77,134.07,37.67,91.76,7.87,17.8,16.91,34.15,117.1,14.98,6.2,2395,38.5,11.2,1.18,7.92,0.11,0.15,0.39
153_25ml-9,774.79,158.84,392.66,100.47,188.8,171.92,22.34,25.77,135.23,37.67,91.76,7.87,17.8,16.91,34.15,118.2,14.98,6.2,2378,38.5,11.1,1.18,7.92,0.11,0.15,0.39
153_50ml-1,825.57,169.36,421.67,102.16,199.29,178.94,27.36,33.54,131.76,47.84,85.77,9.3,19.42,19.32,35.86,109.37,17.28,7.08,2362,38.4,21.9,2,6.98,0.15,0.21,0.53
153_50ml-10,819.41,168.41,417.14,99.62,197.79,174.73,26.45,32.32,130.61,47.46,79.79,8.94,19.42,18.52,35.86,107.16,16.71,6.2,2351,38.4,21.8,2,7.01,0.15,0.21,0.53
153_50ml-2,824.03,169.36,420.77,103.84,198.54,182.45,27.81,33.95,135.23,48.21,85.77,9.3,19.42,19.32,35.86,111.58,17.28,7.08,2331,38.4,21.9,2,6.98,0.15,0.21,0.53
153_50ml-3,823.26,169.36,419.86,95.4,198.54,167.01,25.53,31.09,123.67,47.84,85.77,8.59,18.61,17.71,35.86,103.84,16.71,6.2,2351,38.4,21.9,2,6.98,0.15,0.21,0.53
153_50ml-4,823.26,169.36,419.86,103.84,198.54,178.94,27.36,33.54,132.92,47.84,84.78,9.3,19.42,19.32,35.86,115.99,17.28,7.08,2351,38.4,21.9,2,6.98,0.15,0.21,0.53
153_50ml-5,822.49,169.36,418.95,103,198.54,180.34,27.36,33.54,134.07,47.84,85.77,9.3,19.42,19.32,35.86,110.47,17.28,7.08,2359,38.4,21.8,2,6.89,0.15,0.21,0.53
153_50ml-6,821.72,169.36,418.95,102.16,197.79,178.94,27.36,33.54,132.92,47.84,85.77,9.3,19.42,19.32,35.86,109.37,17.28,7.08,2353,38.4,21.9,2,6.89,0.15,0.21,0.53
153_50ml-7,820.95,169.36,418.05,100.47,197.79,174.73,26.45,32.32,130.61,47.84,79.79,8.94,19.42,18.52,35.86,108.26,17.28,7.08,2327,38.4,21.9,2,6.89,0.15,0.21,0.53
153_50ml-8,820.18,168.41,418.05,109.75,197.79,192.97,29.18,35.59,143.32,47.84,86.77,9.66,21.03,20.13,35.86,117.1,17.28,7.08,2358,38.4,21.9,2,7.01,0.15,0.21,0.53
153_50ml-9,820.18,168.41,418.05,108.91,197.79,192.27,29.18,35.59,143.32,47.84,84.78,9.66,21.03,20.13,35.86,117.1,16.71,7.08,2348,38.4,21.8,2,7.01,0.15,0.21,0.53
156_0ml-1,664.76,128.22,321.02,85.27,148.34,145.96,21.89,25.36,95.93,34.65,60.84,6.8,12.94,12.88,23.9,65.18,10.95,6.2,2646,36.3,25.5,2.04,8.02,0.15,0.21,0.54
156_0ml-10,663.22,128.22,320.11,83.58,148.34,141.04,20.97,24.54,93.62,34.65,56.85,6.8,12.13,12.88,23.05,64.07,10.95,6.2,2618,36.4,0,0,7.92,0,0,0
156_0ml-2,663.99,128.22,320.11,80.21,148.34,133.33,20.52,23.73,87.84,34.65,61.84,6.44,11.33,12.08,23.9,60.76,10.95,6.2,2628,36.4,0,0,7.74,0,0,0
156_0ml-3,663.22,128.22,320.11,85.27,148.34,145.96,21.89,25.36,95.93,34.65,61.84,6.8,12.94,12.88,23.9,65.18,10.95,6.2,2621,36.4,0,0,7.74,0,0,0
156_0ml-4,663.99,128.22,321.02,83.58,148.34,141.75,21.43,24.54,93.62,34.65,56.85,6.8,12.13,12.88,23.9,64.07,10.95,6.2,2628,36.4,0,0,7.74,0,0,0
156_0ml-5,663.22,128.22,321.02,85.27,148.34,145.25,21.89,25.36,95.93,34.65,61.84,6.8,12.94,12.88,23.9,65.18,10.95,6.2,2647,36.4,0,0,7.97,0,0,0
156_0ml-6,663.22,128.22,320.11,84.43,148.34,143.15,21.89,24.95,94.78,34.65,61.84,6.8,12.13,12.88,23.05,65.18,10.95,6.2,2617,36.4,0,0,7.97,0,0,0
156_0ml-7,663.99,128.22,320.11,83.58,148.34,141.75,21.43,24.54,93.62,34.65,56.85,6.8,12.13,12.88,23.9,64.07,10.95,6.2,2631,36.4,0,0,7.97,0,0,0
156_0ml-8,663.22,128.22,320.11,83.58,148.34,141.75,21.43,24.54,93.62,34.65,56.85,6.8,12.13,12.88,23.05,64.07,10.95,6.2,2634,36.4,0,0,7.97,0,0,0
156_0ml-9,663.99,128.22,320.11,85.27,148.34,144.55,21.89,24.95,95.93,34.65,61.84,6.8,12.94,12.88,23.9,65.18,10.95,6.2,2639,36.4,0,0,7.92,0,0,0
156_25ml-1,651.68,123.43,308.32,82.74,141.6,141.75,19.15,21.27,84.37,29.38,53.86,6.08,12.13,12.08,21.34,54.13,10.37,6.2,2634,36.4,15.6,2,7.66,0.15,0.21,0.53
156_25ml-10,650.14,123.43,308.32,82.74,141.6,141.04,19.15,21.27,84.37,29,53.86,6.08,12.13,12.08,20.49,54.13,10.37,6.2,2639,36.4,15.5,2,8.07,0.15,0.21,0.53
156_25ml-2,650.91,123.43,308.32,81.89,141.6,139.64,19.15,21.27,83.22,29.38,53.86,6.08,12.13,12.08,21.34,54.13,10.37,6.2,2636,36.4,15.6,2,7.66,0.15,0.21,0.53
156_25ml-3,650.14,123.43,308.32,77.67,141.6,130.52,17.78,20.04,77.44,29.38,52.86,5.72,11.33,11.27,21.34,50.82,10.37,5.31,2648,36.4,15.6,2,7.66,0.15,0.21,0.53
156_25ml-4,650.14,123.43,308.32,83.58,141.6,139.64,19.15,21.27,83.22,29.38,52.86,6.08,12.13,12.08,21.34,54.13,10.37,6.2,2639,36.4,15.6,2,7.66,0.15,0.21,0.53
156_25ml-5,650.14,123.43,308.32,80.21,141.6,136.83,18.7,20.86,80.91,29.38,48.87,6.08,11.33,12.08,21.34,53.03,10.37,6.2,2627,36.4,15.6,2,7.88,0.15,0.21,0.53
156_25ml-6,650.14,123.43,308.32,82.74,141.6,141.04,19.15,21.27,84.37,29.38,53.86,6.08,12.13,12.08,21.34,54.13,10.37,6.2,2630,36.4,15.6,2,7.88,0.15,0.21,0.53
156_25ml-7,650.14,123.43,308.32,81.89,141.6,139.64,19.15,21.27,83.22,29.38,53.86,6.08,12.13,12.08,21.34,54.13,10.37,6.2,2634,36.4,15.6,2,7.88,0.15,0.21,0.53
156_25ml-8,649.38,123.43,308.32,76.83,141.6,130.52,17.78,19.64,77.44,29.38,52.86,5.72,11.33,11.27,21.34,50.82,10.37,5.31,2634,36.4,15.6,2,7.88,0.15,0.21,0.53
156_25ml-9,650.14,123.43,307.41,80.21,140.85,136.83,18.24,20.45,80.91,29,48.87,6.08,11.33,12.08,20.49,53.03,10.37,5.31,2634,36.4,15.6,2,7.88,0.15,0.21,0.53
156_50ml-1,784.02,178.93,487.87,89.49,188.05,161.39,21.43,22.91,95.93,31.64,62.83,6.8,12.94,12.88,23.9,66.28,10.95,6.2,2479,36.5,21.4,2,7.11,0.15,0.21,0.53
156_50ml-10,773.25,159.79,428.02,86.11,170.07,155.78,21.43,22.91,94.78,31.64,61.84,6.44,12.94,12.88,23.9,62.97,10.95,6.2,2478,36.5,21.3,2,6.88,0.15,0.21,0.53
156_50ml-2,817.87,175.1,474.27,89.49,179.81,159.99,21.43,22.91,97.09,31.64,61.84,6.8,12.94,12.88,23.9,62.97,10.95,6.2,2481,36.5,21.4,2,7.11,0.15,0.21,0.53
156_50ml-3,801.72,171.28,464.3,87.8,176.81,159.99,21.43,22.91,97.09,31.64,61.84,6.44,12.94,12.88,23.9,61.86,10.95,6.2,2480,36.5,21.4,2,7.11,0.15,0.21,0.53
156_50ml-4,787.87,168.41,453.41,86.96,175.31,159.99,21.43,22.91,97.09,31.64,60.84,6.44,12.94,12.88,23.9,62.97,10.95,6.2,2483,36.5,21.3,2,6.96,0.15,0.21,0.53
156_50ml-5,775.56,164.58,442.53,86.11,173.06,157.89,21.43,22.91,95.93,31.64,61.84,6.44,12.94,12.88,23.9,61.86,10.95,6.2,2475,36.5,21.3,2,6.96,0.15,0.21,0.53
156_50ml-6,777.1,164.58,445.25,81.89,173.06,148.76,20.06,21.68,90.15,31.64,61.84,6.08,12.13,12.08,24.76,59.65,10.95,5.31,2484,36.5,21.3,2,6.96,0.15,0.21,0.53
156_50ml-7,778.63,162.66,439.81,88.65,172.32,158.59,21.43,23.32,97.09,31.64,61.84,6.8,12.94,12.88,23.9,64.07,10.95,6.2,2481,36.5,21.4,2,6.96,0.15,0.21,0.53
156_50ml-8,769.4,161.71,435.28,81.89,171.57,145.25,19.61,21.27,87.84,31.64,60.84,6.08,12.13,12.08,23.9,59.65,10.95,5.31,2478,36.5,21.4,2,6.88,0.15,0.21,0.53
156_50ml-9,766.32,160.75,432.56,86.96,170.82,157.18,21.43,22.91,95.93,31.64,61.84,6.44,12.94,12.88,23.9,64.07,10.95,6.2,2477,36.5,21.3,2,6.88,0.15,0.21,0.53
168_0ml-1,739.4,156.92,397.19,98.78,198.54,174.02,27.81,33.13,164.12,47.08,100.73,9.3,20.22,18.52,40.98,138.09,16.13,7.08,2648,37.5,0,0,7.75,0,0,0
168_0ml-10,738.63,156.92,397.19,100.47,198.54,177.53,28.73,33.95,167.59,47.08,106.72,9.3,21.03,19.32,40.98,140.3,16.13,7.08,2643,37.5,0,0,7.72,0,0,0
168_0ml-2,738.63,156.92,397.19,98.78,198.54,173.32,27.81,32.73,164.12,47.08,100.73,9.3,20.22,19.32,40.98,138.09,16.13,7.08,2744,37.5,0,0,7.75,0,0,0
168_0ml-3,738.63,156.92,397.19,93.71,198.54,163.5,26.45,31.09,154.88,47.08,107.72,8.59,19.42,17.71,41.83,130.36,16.13,6.2,2642,37.5,0,0,7.72,0,0,0
168_0ml-4,738.63,156.92,397.19,100.47,198.54,175.43,28.27,33.54,166.43,47.08,107.72,9.3,21.03,19.32,41.83,140.3,16.13,7.08,2643,37.5,0,0,7.72,0,0,0
168_0ml-5,738.63,156.92,397.19,101.31,198.54,178.23,28.73,33.95,168.75,47.08,106.72,9.3,21.03,19.32,40.98,141.4,16.13,7.08,2686,37.5,0,0,7.72,0,0,0
168_0ml-6,738.63,156.92,397.19,102.16,198.54,178.94,28.73,33.95,169.9,47.08,107.72,9.66,21.03,20.13,41.83,141.4,16.13,7.08,2642,37.5,0,0,7.72,0,0,0
168_0ml-7,738.63,156.92,397.19,98.78,198.54,173.32,27.81,32.73,164.12,47.08,100.73,9.3,20.22,18.52,40.98,136.98,16.13,7.08,2647,37.5,0,0,7.72,0,0,0
168_0ml-8,737.86,156.92,396.28,102.16,198.54,177.53,28.73,33.95,167.59,47.08,106.72,9.66,21.03,19.32,40.98,141.4,16.13,7.08,2675,37.5,0,0,7.72,0,0,0
168_0ml-9,738.63,156.92,396.28,102.16,198.54,178.94,28.73,33.95,169.9,47.08,106.72,9.66,21.03,19.32,41.83,141.4,16.71,7.08,2646,37.5,0,0,7.72,0,0,0
168_25ml-1,696.31,137.79,340.97,90.34,158.83,150.87,22.8,26.18,113.27,36.16,69.82,7.51,14.56,13.69,27.32,82.85,12.67,6.2,2394,37.6,13.8,1.79,7.17,0.14,0.19,0.5
168_25ml-10,695.54,137.79,340.06,90.34,158.83,151.57,22.8,26.59,113.27,36.16,68.82,7.87,14.56,14.49,27.32,82.85,12.67,6.2,2398,37.6,13.7,1.82,7.88,0.14,0.2,0.5
168_25ml-2,696.31,137.79,340.97,87.8,158.83,145.96,21.89,25.36,109.8,36.16,64.83,7.51,13.75,13.69,27.32,80.64,12.67,6.2,2376,37.6,13.8,1.79,7.17,0.14,0.19,0.5
168_25ml-3,695.54,137.79,340.06,87.8,158.83,145.96,22.34,25.36,109.8,36.16,64.83,7.51,13.75,13.69,27.32,80.64,12.67,6.2,2406,37.6,13.8,1.79,7.17,0.14,0.19,0.5
168_25ml-4,695.54,137.79,340.97,90.34,158.83,150.87,22.8,26.18,113.27,36.16,70.81,7.87,14.56,13.69,27.32,82.85,12.67,6.2,2396,37.6,13.8,1.79,7.87,0.14,0.19,0.5
168_25ml-5,695.54,137.79,340.97,87.8,158.83,145.96,21.89,25.36,109.8,36.16,64.83,7.51,13.75,13.69,27.32,80.64,12.67,6.2,2378,37.6,13.8,1.8,7.87,0.14,0.19,0.5
168_25ml-6,694.77,137.79,340.06,87.8,158.83,145.96,22.34,25.77,109.8,36.16,64.83,7.51,13.75,13.69,27.32,80.64,12.67,6.2,2395,37.6,13.7,1.81,7.87,0.14,0.19,0.5
168_25ml-7,695.54,137.79,340.06,90.34,158.83,150.87,22.8,26.59,113.27,36.16,69.82,7.87,14.56,13.69,27.32,82.85,12.67,6.2,2398,37.6,13.7,1.81,7.87,0.14,0.19,0.5
168_25ml-8,695.54,137.79,340.06,87.8,158.83,145.96,22.34,25.77,109.8,36.16,64.83,7.51,14.56,13.69,27.32,80.64,12.67,6.2,2390,37.6,13.7,1.81,7.88,0.14,0.19,0.5
168_25ml-9,694.77,137.79,340.06,90.34,158.83,150.87,22.8,26.59,113.27,36.16,69.82,7.87,14.56,13.69,27.32,82.85,12.67,6.2,2392,37.6,13.7,1.81,7.88,0.14,0.2,0.5
168_50ml-1,703.23,139.7,346.41,89.49,158.83,152.97,21.43,24.95,104.02,35.41,66.82,7.15,14.56,14.49,25.61,75.12,12.1,6.2,2304,37.6,24.1,2,7.79,0.15,0.21,0.53
168_50ml-10,697.85,138.74,343.69,86.96,158.08,147.36,20.52,24.14,99.4,35.03,61.84,6.8,13.75,13.69,25.61,71.81,12.1,6.2,2317,37.6,23.7,2.02,7.58,0.15,0.21,0.54
168_50ml-2,702.46,139.7,346.41,86.96,158.83,146.66,20.52,24.14,99.4,35.41,61.84,6.8,13.75,13.69,25.61,71.81,12.1,6.2,2321,37.6,23.9,2,7.09,0.15,0.21,0.53
168_50ml-3,701.69,139.7,345.5,86.96,158.83,147.36,20.52,24.14,100.55,35.41,61.84,6.8,13.75,13.69,25.61,71.81,12.1,6.2,2309,37.6,23.7,2,7.09,0.15,0.21,0.53
168_50ml-4,700.93,138.74,345.5,89.49,158.08,150.17,20.97,24.54,101.71,35.41,67.82,7.15,14.56,14.49,25.61,74.02,12.1,6.2,2320,37.6,23.7,2,7.09,0.15,0.21,0.53
168_50ml-5,700.16,138.74,344.59,86.11,158.08,146.66,20.52,24.14,99.4,35.41,61.84,6.8,13.75,13.69,25.61,71.81,12.1,6.2,2320,37.6,23.6,2,7.09,0.15,0.21,0.53
168_50ml-6,700.16,138.74,344.59,89.49,158.08,152.27,21.43,24.95,102.87,35.41,66.82,7.15,14.56,14.49,25.61,74.02,12.1,6.2,2327,37.6,23.6,2,6.9,0.15,0.21,0.53
168_50ml-7,699.39,138.74,344.59,89.49,158.08,152.27,21.43,24.95,104.02,35.03,66.82,7.15,14.56,14.49,25.61,75.12,12.1,6.2,2289,37.6,23.6,2.01,6.9,0.15,0.21,0.53
168_50ml-8,698.62,138.74,344.59,86.96,158.08,147.36,20.52,24.14,99.4,35.41,61.84,6.8,13.75,13.69,25.61,72.91,12.1,6.2,2378,37.6,23.6,2.02,6.9,0.15,0.21,0.53
168_50ml-9,697.85,138.74,343.69,89.49,158.08,151.57,20.97,24.95,102.87,35.41,66.82,7.15,14.56,14.49,25.61,74.02,12.1,6.2,2282,37.6,23.7,2.02,7.58,0.15,0.21,0.53
171_0ml-1,687.08,133.96,336.43,87.8,158.08,148.76,24.17,28.23,109.8,39.93,69.82,7.51,13.75,14.49,28.17,81.75,12.1,6.2,2643,35.2,0,0,7.56,0,0,0
171_0ml-10,686.31,133.96,335.53,87.8,158.08,148.76,24.62,28.63,109.8,39.93,69.82,7.51,13.75,14.49,27.32,80.64,12.1,6.2,2646,35.3,0,0,7.62,0,0,0
171_0ml-2,687.08,133.96,336.43,86.96,158.08,146.66,24.17,27.82,108.64,39.93,65.83,7.51,13.75,13.69,28.17,79.54,12.1,6.2,2644,35.2,0,0,7.56,0,0,0
171_0ml-3,687.08,133.96,335.53,85.27,158.08,143.85,23.71,27.41,106.33,39.93,65.83,7.51,13.75,13.69,28.17,78.43,12.1,6.2,2713,35.2,0,0,7.56,0,0,0
171_0ml-4,686.31,133.96,335.53,95.4,158.08,162.8,26.45,30.68,120.2,39.93,69.82,8.23,15.37,15.3,28.17,87.27,12.1,7.08,2646,35.3,0,0,7.56,0,0,0
171_0ml-5,686.31,133.96,335.53,88.65,158.08,149.46,24.62,28.63,109.8,39.93,70.81,7.87,14.56,14.49,28.17,80.64,12.1,6.2,2646,35.3,0,0,7.6,0,0,0
171_0ml-6,686.31,133.96,336.43,86.96,158.08,146.66,24.17,27.82,108.64,39.93,65.83,7.51,13.75,13.69,28.17,79.54,12.1,6.2,2644,35.3,0,0,7.6,0,0,0
171_0ml-7,686.31,133.96,335.53,80.21,158.08,135.43,22.34,25.77,100.55,39.93,65.83,7.15,12.94,12.88,28.17,74.02,12.1,6.2,2649,35.3,0,0,7.6,0,0,0
171_0ml-8,685.54,133.96,336.43,89.49,158.08,150.87,24.62,28.63,110.96,39.93,70.81,7.87,14.56,14.49,28.17,81.75,12.1,6.2,2598,35.3,0,0,7.6,0,0,0
171_0ml-9,686.31,133.96,335.53,89.49,158.08,151.57,24.62,28.63,112.11,39.93,69.82,7.87,14.56,14.49,28.17,81.75,12.1,6.2,2645,35.3,0,0,7.62,0,0,0
171_25ml-1,667.84,127.26,319.2,84.43,145.34,143.15,20.52,23.32,89,32.02,56.85,6.44,12.13,12.88,22.2,61.86,10.37,6.2,2495,35.4,11.6,1.73,7.46,0.14,0.19,0.49
171_25ml-10,665.53,127.26,318.3,82.74,145.34,139.64,20.06,22.5,86.68,32.02,52.86,6.44,12.13,12.08,22.2,59.65,10.37,6.2,2472,35.4,11.9,1.75,8.02,0.14,0.19,0.49
171_25ml-2,666.3,127.26,319.2,84.43,145.34,143.15,20.52,23.32,89,32.02,56.85,6.44,12.13,12.88,22.2,60.76,10.37,6.2,2475,35.4,11.8,1.73,7.88,0.14,0.19,0.49
171_25ml-3,666.3,127.26,319.2,76.83,145.34,129.12,18.24,20.86,79.75,32.02,52.86,6.08,11.33,11.27,22.2,56.34,10.37,5.31,2468,35.4,11.8,1.74,7.88,0.14,0.19,0.49
171_25ml-4,665.53,127.26,319.2,84.43,145.34,143.15,20.52,23.32,89,32.02,56.85,6.44,12.13,12.88,22.2,61.86,10.37,6.2,2473,35.4,11.8,1.74,7.88,0.14,0.19,0.49
171_25ml-5,665.53,127.26,318.3,81.89,145.34,138.94,19.61,22.5,86.68,32.02,52.86,6.44,12.13,12.08,22.2,59.65,10.37,6.2,2464,35.4,11.8,1.73,7.88,0.14,0.19,0.49
171_25ml-6,665.53,127.26,318.3,91.18,145.34,155.08,21.89,24.95,95.93,32.02,56.85,7.15,12.94,13.69,22.2,65.18,10.37,6.2,2475,35.4,11.9,1.74,8.07,0.14,0.19,0.49
171_25ml-7,665.53,127.26,319.2,84.43,145.34,143.85,20.52,23.32,89,32.39,56.85,6.44,12.13,12.88,22.2,61.86,10.37,6.2,2473,35.4,11.9,1.74,8.07,0.14,0.19,0.49
171_25ml-8,665.53,127.26,319.2,85.27,145.34,141.75,20.06,23.32,87.84,32.02,56.85,6.44,12.13,12.88,22.2,60.76,10.37,6.2,2473,35.4,11.9,1.74,8.07,0.14,0.19,0.49
171_25ml-9,666.3,127.26,319.2,78.52,145.34,132.62,19.15,21.68,82.06,32.02,56.85,6.08,11.33,12.08,22.2,57.44,10.37,5.31,2478,35.4,11.9,1.74,8.07,0.14,0.19,0.49
171_50ml-1,663.22,125.35,318.3,83.58,145.34,143.15,20.52,22.5,90.15,30.89,57.85,6.44,12.13,12.88,23.05,62.97,10.37,6.2,2354,35.5,24.2,2,7.87,0.15,0.21,0.53
171_50ml-10,662.46,125.35,317.39,83.58,145.34,143.15,20.06,22.5,90.15,30.89,57.85,6.44,12.13,12.88,23.05,62.97,10.37,6.2,2363,35.5,22.3,2,7.88,0.15,0.21,0.53
171_50ml-2,662.46,125.35,318.3,83.58,145.34,141.75,20.52,22.5,89,30.89,57.85,6.44,12.13,12.88,23.05,62.97,10.37,6.2,2352,35.5,24.2,2,7.87,0.15,0.21,0.53
171_50ml-3,662.46,125.35,318.3,81.89,145.34,138.94,19.61,22.09,87.84,30.89,52.86,6.44,12.13,12.08,23.05,61.86,10.37,6.2,2353,35.5,24.2,2,7.87,0.15,0.21,0.53
171_50ml-4,661.69,125.35,318.3,84.43,145.34,143.85,20.52,22.5,90.15,30.89,57.85,6.44,12.13,12.88,23.05,62.97,10.37,6.2,2240,35.5,23.8,2,7.87,0.15,0.21,0.53
171_50ml-5,661.69,126.3,318.3,81.89,145.34,138.94,19.61,21.68,87.84,30.89,52.86,6.44,12.13,12.08,23.05,61.86,10.37,6.2,2299,35.5,23.8,2,7.87,0.15,0.21,0.53
171_50ml-6,662.46,126.3,317.39,78.52,145.34,132.62,18.7,20.86,83.22,30.89,57.85,6.08,11.33,12.08,23.05,59.65,10.37,5.31,2351,35.5,23.2,2,7.87,0.15,0.21,0.53
171_50ml-7,662.46,126.3,317.39,81.89,145.34,138.94,19.61,21.68,87.84,30.89,52.86,6.44,12.13,12.08,23.05,61.86,10.37,6.2,2355,35.5,22.7,2,7.87,0.15,0.21,0.53
171_50ml-8,662.46,125.35,318.3,84.43,145.34,143.15,20.06,22.5,90.15,30.89,56.85,6.44,12.13,12.88,23.05,62.97,10.37,6.2,2358,35.5,22.7,2,7.88,0.15,0.21,0.53
171_50ml-9,662.46,126.3,318.3,81.89,145.34,138.94,19.61,21.68,87.84,30.89,52.86,6.44,12.13,12.08,23.05,61.86,10.37,6.2,2360,35.5,22.7,2,7.88,0.15,0.21,0.53
179_0ml-1,754.01,156.92,392.66,99.62,192.54,176.13,28.27,34.36,150.25,50.47,89.76,8.94,18.61,17.71,37.56,118.2,14.4,7.08,2635,32.6,0,0,7.99,0,0,0
179_0ml-10,753.24,156.92,392.66,94.56,192.54,165.6,26.45,32.32,141.01,50.47,93.75,8.59,17.8,16.91,37.56,111.58,14.98,6.2,2634,32.7,0,0,7.7,0,0,0
179_0ml-2,754.01,156.92,392.66,103,192.54,178.94,28.73,34.77,152.57,50.47,94.75,8.94,18.61,17.71,37.56,120.41,14.4,7.08,2707,32.6,0,0,7.99,0,0,0
179_0ml-3,753.24,156.92,392.66,99.62,192.54,176.13,28.27,34.36,150.25,50.47,89.76,8.94,18.61,17.71,37.56,118.2,14.4,7.08,2636,32.6,0,0,7.99,0,0,0
179_0ml-4,753.24,156.92,392.66,99.62,192.54,176.13,28.27,34.36,150.25,50.47,89.76,8.94,18.61,17.71,37.56,118.2,14.4,7.08,2639,32.7,0,0,7.77,0,0,0
179_0ml-5,753.24,156.92,392.66,101.31,192.54,178.94,29.18,35.18,152.57,50.47,94.75,8.94,18.61,17.71,37.56,119.31,14.98,7.08,2633,32.7,0,0,7.77,0,0,0
179_0ml-6,753.24,156.92,392.66,103,192.54,181.74,29.18,35.18,154.88,50.47,94.75,9.3,19.42,18.52,37.56,120.41,14.98,7.08,2615,32.7,0,0,7.77,0,0,0
179_0ml-7,752.48,156.92,392.66,103,192.54,181.74,29.18,35.59,154.88,50.47,94.75,9.3,19.42,18.52,37.56,121.52,14.98,7.08,2639,32.7,0,0,7.77,0,0,0
179_0ml-8,753.24,156.92,392.66,102.16,192.54,181.04,29.18,35.18,154.88,50.47,94.75,8.94,19.42,18.52,37.56,120.41,14.98,7.08,2640,32.7,0,0,7.7,0,0,0
179_0ml-9,752.48,156.92,392.66,101.31,192.54,178.23,28.73,35.18,152.57,50.47,94.75,8.94,18.61,17.71,37.56,119.31,14.98,7.08,2599,32.7,0,0,7.7,0,0,0
179_25ml-1,699.39,135.87,336.43,92.02,161.08,158.59,21.89,25.36,107.49,35.78,64.83,7.15,14.56,15.3,26.47,77.33,11.52,6.2,2396,32.8,0,1.15,7.19,0.11,0.15,0.39
179_25ml-10,696.31,135.87,336.43,90.34,160.33,156.48,21.89,25.36,106.33,35.41,65.83,7.15,14.56,14.49,26.47,76.22,11.52,6.2,2345,32.9,0,1.2,7.08,0.11,0.15,0.39
179_25ml-2,698.62,135.87,336.43,89.49,161.08,153.67,21.43,24.54,104.02,35.78,60.84,7.15,14.56,14.49,26.47,75.12,11.52,6.2,2368,32.8,0,1.16,7.19,0.11,0.15,0.39
179_25ml-3,697.85,135.87,336.43,91.18,161.08,156.48,21.89,24.95,106.33,35.78,65.83,7.15,14.56,14.49,26.47,76.22,11.52,6.2,2353,32.8,0,1.16,7.19,0.11,0.15,0.39
179_25ml-4,697.08,135.87,336.43,91.18,161.08,156.48,21.89,25.36,106.33,35.78,65.83,7.15,14.56,14.49,26.47,76.22,11.52,6.2,2269,32.8,0,1.17,7.19,0.11,0.15,0.39
179_25ml-5,697.08,135.87,336.43,91.18,161.08,157.89,21.89,25.36,107.49,35.78,65.83,7.15,14.56,15.3,26.47,76.22,11.52,6.2,2353,32.8,0,1.18,7.1,0.11,0.15,0.39
179_25ml-6,697.08,135.87,336.43,92.02,160.33,159.29,21.89,25.36,107.49,35.78,65.83,7.15,14.56,15.3,26.47,77.33,11.52,6.2,2390,32.8,0,1.18,7.1,0.11,0.15,0.39
179_25ml-7,697.08,135.87,336.43,88.65,160.33,153.67,21.43,24.54,104.02,35.78,60.84,7.15,14.56,14.49,26.47,75.12,11.52,6.2,2362,32.9,0,1.18,7.1,0.11,0.15,0.39
